,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2009-10-22,544.1775,549.125,524.3895,536.1635,103.7464,4454066.0,0.0,1.0
2009-10-21,568.913,573.86,549.125,556.2485,107.6327,3342211.0,0.0,1.0
2009-10-20,573.86,584.447,564.164,572.6235,110.8014,4202624.0,0.0,1.0
2009-10-16,561.987,575.839,557.881,572.376,110.7535,3640407.0,0.0,1.0
2009-10-15,573.86,581.182,560.404,566.489,109.6143,4644734.0,0.0,1.0
2009-10-14,547.146,574.256,546.1565,566.588,109.6335,8029718.0,0.0,1.0
2009-10-12,539.1315,550.708,534.2835,544.425,105.345,5521986.0,0.0,1.0
2009-10-09,583.7545,590.68,538.241,542.4955,104.9717,8546266.0,0.0,1.0
2009-10-08,559.118,593.6485,554.072,581.182,112.4574,8204811.0,0.0,1.0
2009-10-07,558.92,567.9235,547.69,551.648,106.7426,3313962.0,0.0,1.0
2009-10-06,561.987,563.4715,528.149,552.4395,106.8957,6337984.0,0.0,1.0
2009-10-05,567.9235,572.8705,552.192,555.1105,107.4126,2452184.0,0.0,1.0
2009-10-01,584.7435,587.712,570.7435,573.959,111.0597,2530892.0,0.0,1.0
2009-09-30,584.15,590.581,576.977,585.09,113.2136,3293384.0,0.0,1.0
2009-09-29,595.627,597.507,579.0545,584.546,113.1083,2214417.0,0.0,1.0
2009-09-25,590.68,598.2985,581.8745,586.574,113.5009,3298655.0,0.0,1.0
2009-09-24,594.638,603.5425,588.7015,596.419,115.4058,4430961.0,0.0,1.0
2009-09-23,613.4365,613.4365,599.3375,601.366,116.363,3640488.0,0.0,1.0
2009-09-22,590.68,614.7725,590.68,607.995,117.6456,7128750.0,0.0,1.0
2009-09-18,593.6485,600.228,584.7435,592.6095,114.6686,4826089.0,0.0,1.0
2009-09-17,603.5425,613.3375,591.8675,599.7335,116.047,6905128.0,0.0,1.0
2009-09-16,568.8635,601.267,563.7185,598.249,115.7597,12546305.0,0.0,1.0
2009-09-15,558.4745,568.3195,555.853,563.224,108.9826,4237746.0,0.0,1.0
2009-09-14,542.5945,559.9095,533.5415,555.853,107.5564,7278066.0,0.0,1.0
2009-09-11,558.92,562.6795,533.393,545.1175,105.4791,6280773.0,0.0,1.0
2009-09-10,556.7435,571.5845,551.2025,557.7325,107.92,9648176.0,0.0,1.0
2009-09-09,558.722,558.722,542.5945,551.054,106.6278,5496688.0,0.0,1.0
2009-09-08,564.1145,568.7645,541.5065,556.694,107.719,13696542.0,0.0,1.0
2009-09-07,508.559,570.892,504.1065,559.761,108.3125,16379782.0,0.0,1.0
2009-09-04,425.448,511.329,425.448,502.82,97.2945,7202885.0,0.0,1.0
2009-09-03,518.453,524.884,496.686,504.4035,97.6011,5417596.0,0.0,1.0
2009-09-02,505.096,521.322,497.675,512.7145,99.209,9925769.0,0.0,1.0
2009-09-01,482.933,518.1065,470.0705,512.368,99.1422,15098624.0,0.0,1.0
2009-08-31,477.887,490.7495,471.5545,484.1695,93.6857,7340476.0,0.0,1.0
2009-08-28,476.8975,489.76,471.9505,484.4665,93.7431,6458212.0,0.0,1.0
2009-08-27,486.7915,490.7495,478.3815,480.8055,93.0347,5198239.0,0.0,1.0
2009-08-26,489.018,499.654,477.491,493.3715,95.4662,9128211.0,0.0,1.0
2009-08-25,450.1835,488.3745,449.194,485.06,93.8579,13982610.0,0.0,1.0
2009-08-24,439.3,455.1305,432.374,452.9045,87.636,6093177.0,0.0,1.0
2009-08-21,428.4165,431.5825,418.621,427.971,82.8114,6652423.0,0.0,1.0
2009-08-20,434.4515,437.321,421.5895,425.1015,82.2563,4175022.0,0.0,1.0
2009-08-19,437.8155,437.8155,421.342,425.0525,82.2467,6053149.0,0.0,1.0
2009-08-18,425.6955,441.2785,417.582,434.9465,84.1611,11486521.0,0.0,1.0
2009-08-17,453.1515,456.5155,428.3175,431.038,83.4049,6193722.0,0.0,1.0
2009-08-14,468.982,472.94,456.219,461.8585,89.3685,9384873.0,0.0,1.0
2009-08-13,450.1835,469.9715,441.2785,468.339,90.6225,14202806.0,0.0,1.0
2009-08-12,421.4905,445.0385,410.607,442.4165,85.6065,14553084.0,0.0,1.0
2009-08-11,396.755,429.356,391.412,423.7165,81.9883,15715504.0,0.0,1.0
2009-08-10,420.2535,420.303,390.6205,396.7055,76.7616,10422715.0,0.0,1.0
2009-08-07,406.649,419.3135,396.013,410.112,79.3557,13806486.0,0.0,1.0
2009-08-06,440.289,443.2575,410.607,413.872,80.0832,8431966.0,0.0,1.0
2009-08-05,442.367,451.173,432.473,444.692,86.0469,12255492.0,0.0,1.0
2009-08-04,430.395,463.2435,429.4055,438.3105,84.8122,19712461.0,0.0,1.0
2009-08-03,415.455,429.1585,412.5855,426.685,82.5625,7267479.0,0.6,1.0
2009-07-31,395.7655,420.204,394.776,417.0875,80.1379,10034783.0,0.0,1.0
2009-07-30,384.4865,398.635,380.9245,391.2145,75.1668,4736859.0,0.0,1.0
2009-07-29,405.6595,407.6385,376.175,389.483,74.8341,10761466.0,0.0,1.0
2009-07-28,380.8255,419.9075,376.0765,409.8155,78.7408,21434440.0,0.0,1.0
2009-07-27,369.299,383.8925,353.023,370.981,71.2792,10521652.0,0.0,1.0
2009-07-24,341.348,372.7125,336.7965,369.546,71.0035,11210070.0,0.0,1.0
2009-07-23,324.528,338.7755,324.528,336.7965,64.7112,6242817.0,0.0,1.0
2009-07-22,326.4075,336.8955,316.4145,321.1145,61.6982,4286254.0,0.0,1.0
2009-07-21,325.3195,333.284,314.238,323.687,62.1922,5456204.0,0.0,1.0
2009-07-20,314.7325,326.0615,305.4815,324.4785,62.3444,5499104.0,0.0,1.0
2009-07-17,301.5735,314.6335,297.8135,312.655,60.0727,6575655.0,0.0,1.0
2009-07-16,291.877,304.492,289.948,293.0645,56.3086,4651081.0,0.0,1.0
2009-07-15,272.1385,287.425,270.11,285.5945,54.8734,4035828.0,0.0,1.0
2009-07-14,267.142,273.0785,263.184,270.7035,52.0121,3361813.0,0.0,1.0
2009-07-13,262.244,266.647,251.608,259.276,49.8166,3113980.0,0.0,1.0
2009-07-10,276.393,281.983,263.184,267.043,51.3088,5131709.0,0.0,1.0
2009-07-09,276.838,280.9935,263.184,269.4175,51.7652,5350339.0,0.0,1.0
2009-07-08,274.0675,289.6015,267.142,278.1735,53.4474,9082871.0,0.0,1.0
2009-07-07,283.022,285.9405,268.626,276.8875,53.2003,5019663.0,0.0,1.0
2009-07-06,297.8135,304.4425,276.0465,280.3505,53.8657,5689929.0,0.0,1.0
2009-07-03,291.1845,300.782,285.1985,297.319,57.1259,6209125.0,0.0,1.0
2009-07-02,294.6475,299.7925,282.9725,291.1845,55.9473,4574834.0,0.0,1.0
2009-07-01,290.8875,301.2765,287.1775,296.1315,56.8978,7299968.0,0.0,1.0
2009-06-30,313.5455,316.0685,285.446,288.068,55.3486,15978352.0,0.0,1.0
2009-06-29,339.369,339.369,308.7465,310.5275,59.6639,11275543.0,0.0,1.0
2009-06-26,341.348,341.348,325.171,336.6975,64.6921,4494468.0,0.0,1.0
2009-06-25,356.189,361.136,331.4535,334.026,64.1789,7466157.0,0.0,1.0
2009-06-24,344.712,355.6945,339.567,353.221,67.867,4902811.0,0.0,1.0
2009-06-23,321.5595,343.673,313.644,338.973,65.1293,6693053.0,0.0,1.0
2009-06-22,347.878,348.7685,327.496,330.0685,63.4184,3035787.0,0.0,1.0
2009-06-19,331.4535,343.8215,329.475,341.6445,65.6427,3280902.0,0.0,1.0
2009-06-18,321.2625,331.9485,316.6125,325.1215,62.4679,6267609.0,0.0,1.0
2009-06-17,347.2845,350.2525,315.1285,320.8175,61.641,4984435.0,0.0,1.0
2009-06-16,331.701,350.2525,326.5065,346.295,66.5361,3447081.0,0.0,1.0
2009-06-15,345.3055,350.2525,331.701,338.726,65.0819,3501477.0,0.0,1.0
2009-06-12,370.041,371.03,349.263,352.8745,67.8004,4224248.0,0.0,1.0
2009-06-11,358.168,375.8785,349.362,366.38,70.3952,5586236.0,0.0,1.0
2009-06-10,369.0515,378.451,355.1995,357.4755,68.6844,4342495.0,0.0,1.0
2009-06-09,358.3165,367.3695,347.2845,364.599,70.0531,7525813.0,0.0,1.0
2009-06-08,390.8185,399.0305,356.189,360.889,69.3402,5389660.0,0.0,1.0
2009-06-05,366.083,398.14,364.1045,384.9315,73.9595,11302094.0,0.0,1.0
2009-06-04,359.9985,369.6945,348.2735,365.539,70.2336,4574420.0,0.0,1.0
2009-06-03,354.9525,374.691,351.341,358.168,68.8174,9026404.0,0.0,1.0
2009-06-02,342.337,351.242,332.542,345.454,66.3745,6570349.0,0.0,1.0
2009-06-01,341.348,342.2385,330.4645,334.3725,64.2454,4648489.0,0.0,1.0
2009-05-29,335.4115,347.977,328.139,333.1355,64.0077,9405082.0,0.0,1.0
2009-05-28,349.263,349.263,324.5775,329.1285,63.2379,5112481.0,0.0,1.0
2009-05-27,326.5065,343.3265,323.5385,339.913,65.3098,3681609.0,0.0,1.0
2009-05-26,342.733,345.3055,318.69,322.0545,61.8786,3449314.0,0.0,1.0
2009-05-25,341.348,351.687,335.4115,342.288,65.7664,3373204.0,0.0,1.0
2009-05-22,346.295,364.0055,334.9165,342.0405,65.7188,6176692.0,0.0,1.0
2009-05-21,360.048,375.9775,344.811,353.666,67.9524,9932703.0,0.0,1.0
2009-05-20,302.6125,370.4365,296.824,360.048,69.1788,13440153.0,0.0,1.0
2009-05-19,311.6655,316.464,273.0785,302.266,58.0766,5858852.0,0.0,1.0
2009-05-18,281.983,302.7605,281.983,299.644,57.5727,68920.0,0.0,1.0
2009-05-15,261.997,271.891,259.2265,262.2935,50.3964,3766669.0,0.0,1.0
2009-05-14,256.753,259.82,248.6395,257.396,49.4554,2745413.0,0.0,1.0
2009-05-13,267.142,268.131,257.495,265.46,51.0047,3924631.0,0.0,1.0
2009-05-12,252.3005,265.3115,243.94,264.0745,50.7386,5130916.0,0.0,1.0
2009-05-11,262.1945,271.0995,249.827,254.1805,48.8376,3683175.0,0.0,1.0
2009-05-08,275.057,275.057,259.2265,265.5585,51.0236,3614736.0,0.0,1.0
2009-05-07,267.142,274.859,263.184,269.2195,51.727,4335268.0,0.0,1.0
2009-05-06,267.4385,273.87,259.3255,261.255,50.1967,4937766.0,0.0,1.0
2009-05-05,262.1945,275.0075,251.509,269.6155,51.8033,8971664.0,0.0,1.0
2009-05-04,242.5055,256.951,242.4065,254.4775,48.8946,7009513.0,0.0,1.0
2009-04-29,227.565,241.9115,220.7875,239.7845,46.0715,8580539.0,0.0,1.0
2009-04-28,251.707,251.707,227.862,230.3355,44.256,4687072.0,0.0,1.0
2009-04-27,246.166,256.951,240.4275,246.1165,47.2881,7426426.0,0.0,1.0
2009-04-24,244.3855,251.806,230.781,249.728,47.982,12572432.0,0.0,1.0
2009-04-23,229.544,245.7705,228.159,242.7525,46.6416,7679399.0,0.0,1.0
2009-04-22,227.565,241.417,225.5865,229.7915,44.1515,5092883.0,0.0,1.0
2009-04-21,234.689,240.9225,225.883,230.88,44.3607,9107487.0,0.0,1.0
2009-04-20,233.5015,246.859,228.8515,243.495,46.7844,8982650.0,0.0,1.0
2009-04-17,244.0885,255.269,226.576,233.7985,44.9214,8969340.0,0.0,1.0
2009-04-16,272.089,295.835,237.657,240.675,46.2427,15801459.0,0.0,1.0
2009-04-15,243.396,290.8875,237.5585,278.223,53.4569,14502109.0,0.0,1.0
2009-04-13,229.544,256.7035,225.7845,249.53,47.944,8391674.0,0.0,1.0
2009-04-09,223.7065,232.809,216.4345,222.7665,42.8017,11164629.0,0.0,1.0
2009-04-08,201.8405,222.915,195.4095,219.9465,42.2599,11075061.0,0.0,1.0
2009-04-06,203.8195,212.1305,202.0385,206.936,39.7601,7972537.0,0.0,1.0
2009-04-02,181.063,205.3035,181.063,200.8015,38.5815,19514743.0,0.0,1.0
2009-04-01,181.063,182.547,173.2465,177.946,34.1902,12423783.0,0.0,1.0
2009-03-31,172.158,183.5365,168.2005,178.3915,34.2756,9653886.0,0.0,1.0
2009-03-30,184.031,184.5255,167.1615,170.476,32.7547,8460493.0,0.0,1.0
